"6149","GENR","SN"
"6149","GENR","SS"
"6150","GENR","SS"
"6151","GENR","SS"
"6153","GENR","SS"
"6154","GENR","SS"
"6158","GENR","USEM"
"6159","GENR","CA"
"6450","GENR","CA"
"6321","GENR","SN"
"6320","GENR","HUM"
"6340","GENR","HUM"
"6341","GENR","HUM"
"6452","GENR","SS"
"6451","GENR","CA"
"6379","GENR","SS"
"6431","GENR","CA"
"6315","GENR","SS"
"6316","GENR","SS"
"6317","GENR","SS"
"6334","GENR","SN"
"6335","GENR","SN"
"6335","GENR","WI"
"6364","GENR","SN"
"6365","GENR","SN"
"6433","GENR","FL"
"6338","GENR","SS"
"6337","GENR","HUM"
"6339","GENR","HUM"
"6339","GENR","WI"
"6359","GENR","SS"
"6436","GENR","USEM"
"6417","GENR","USEM"
"6420","GENR","USEM"
"6418","GENR","USEM"
"6419","GENR","USEM"
"6421","GENR","USEM"
"6367","GENR","SS"
"6342","GENR","HUM"
"6478","GENR","NW"
"6478","GENR","SS"
"6438","GENR","CA"
"6345","GENR","SS"
"6368","GENR","HUM"
"6368","GENR","WI"
"6369","GENR","SS"
"6370","GENR","USEM"
"6346","GENR","USEM"
"6343","GENR","HUM"
"6447","GENR","USEM"
"6474","GENR","CA"
"6475","GENR","CA"
"6477","GENR","SS"
"6271","GENR","SS"
"6273","GENR","USEM"
"6274","GENR","CA"
"6276","GENR","HUM"
"6276","GENR","WI"
"6277","GENR","HUM"
"6277","GENR","OC"
"6278","GENR","SS"
"6280","GENR","CA"
"6281","GENR","NW"
"6281","GENR","SS"
"6282","GENR","SN"
"6283","GENR","SN"
"6285","GENR","SS"
"6297","GENR","CA"
"6297","GENR","OC"
"6298","GENR","CA"
"6307","GENR","CA"
"6307","GENR","HUM"
"6615","GENR","PE-1"
"6453","GENR","SS"
"6310","GENR","HUM"
"6383","GENR","SS"
"6384","GENR","SS"
"6389","GENR","FL"
"6389","GENR","HUM"
"6393","GENR","SS"
"6398","GENR","CA"
"6398","GENR","NW"
"6400","GENR","QR"
"6400","GENR","SS"
"6404","GENR","SN"
"6405","GENR","SS"
"6530","GENR","SS"
"6537","GENR","SS"
"6538","GENR","SN"
"6552","GENR","HUM"
"6557","GENR","CA"
"6693","GENR","FL"
"6264","GENR","USEM"
"6265","GENR","CA"
"3004","GENR","SS"
"3005","GENR","NW"
"3005","GENR","SS"
"3005","GENR","WI"
"6266","GENR","HUM"
"3016","GENR","OC"
"3026","GENR","SS"
"3026","GENR","WI"
"3027","GENR","SS"
"3064","GENR","SS"
"3065","GENR","SS"
"3074","GENR","HUM"
"3074","GENR","WI"
"3075","GENR","HUM"
"3076","GENR","HUM"
"6256","GENR","NW"
"6256","GENR","SS"
"6256","GENR","WI"
"3095","GENR","HUM"
"6258","GENR","HUM"
"6258","GENR","WI"
"3099","GENR","FL"
"3117","GENR","NW"
"3117","GENR","SS"
"3123","GENR","SS"
"3188","GENR","NW"
"3188","GENR","SS"
"3188","GENR","WI"
"3190","GENR","QR"
"3190","GENR","SN"
"3191","GENR","SN"
"3192","GENR","SN"
"3193","GENR","SN"
"3216","GENR","SN"
"3217","GENR","SN"
"3218","GENR","SN"
"3219","GENR","SN"
"3220","GENR","SN"
"3229","GENR","SN"
"3272","GENR","SN"
"3273","GENR","SN"
"3274","GENR","SN"
"3275","GENR","SN"
"3276","GENR","SN"
"3277","GENR","SN"
"3278","GENR","SN"
"3279","GENR","SN"
"3280","GENR","SN"
"3347","GENR","SN"
"3351","GENR","OC"
"3351","GENR","QR"
"3351","GENR","SN"
"3354","GENR","SN"
"3355","GENR","SN"
"3359","GENR","SN"
"3431","GENR","QR"
"3431","GENR","SN"
"3432","GENR","QR"
"3432","GENR","SN"
"3433","GENR","QR"
"3433","GENR","SN"
"3440","GENR","SN"
"6319","GENR","SN"
"3523","GENR","SN"
"3524","GENR","SN"
"3587","GENR","SN"
"3588","GENR","QR1"
"3588","GENR","SN"
"3589","GENR","QR2"
"3591","GENR","SN"
"3592","GENR","SN"
"3596","GENR","SS"
"3597","GENR","SS"
"3598","GENR","OC"
"3598","GENR","SS"
"3599","GENR","SS"
"3600","GENR","SS"
"3601","GENR","SS"
"3606","GENR","SS"
"3607","GENR","OC"
"3607","GENR","SS"
"3608","GENR","SS"
"3613","GENR","HUM"
"3614","GENR","HUM"
"3615","GENR","HUM"
"3616","GENR","HUM"
"3616","GENR","WI"
"3622","GENR","HUM"
"3622","GENR","WI"
"3623","GENR","HUM"
"3623","GENR","WI"
"3689","GENR","HUM"
"3689","GENR","WI"
"3720","GENR","UWS"
"3721","GENR","UWS"
"3722","GENR","UWS"
"4804","GENR","FL"
"6337","GENR","NW"
"4370","GENR","SN"
"1199","GENR","SS"
"1198","GENR","SS"
"1013","GENR","UWS"
"1014","GENR","UWS"
"4369","GENR","HUM"
"1064","GENR","SN"
"1065","GENR","SN"
"1065","GENR","WI"
"1066","GENR","SN"
"1066","GENR","WI"
"1067","GENR","SN"
"1067","GENR","WI"
"1072","GENR","QR1"
"1072","GENR","SN"
"4113","GENR","CA"
"4114","GENR","CA"
"4115","GENR","CA"
"1073","GENR","SN"
"4120","GENR","HUM"
"4121","GENR","HUM"
"4122","GENR","HUM"
"4118","GENR","FL"
"4118","GENR","HUM"
"1196","GENR","SS"
"1197","GENR","SS"
"1068","GENR","SN"
"1068","GENR","WI"
"1069","GENR","SN"
"1069","GENR","WI"
"1070","GENR","QR1"
"1070","GENR","SN"
"1071","GENR","QR1"
"1071","GENR","SN"
"1207","GENR","SS"
"1206","GENR","SS"
"4131","GENR","SS"
"4134","GENR","NW"
"4134","GENR","USEM"
"4135","GENR","USEM"
"4167","GENR","USEM"
"1214","GENR","SS"
"1214","GENR","WI"
"1213","GENR","SS"
"1213","GENR","WI"
"4166","GENR","USEM"
"1200","GENR","QR"
"1200","GENR","SS"
"1201","GENR","QR"
"1201","GENR","SS"
"1044","GENR","FL"
"1044","GENR","HUM"
"1045","GENR","FL"
"1045","GENR","HUM"
"1052","GENR","QR"
"1052","GENR","SN"
"1053","GENR","SN"
"1054","GENR","SN"
"1055","GENR","SN"
"1002","GENR","UWS"
"1003","GENR","UWS"
"1004","GENR","UWS"
"1005","GENR","UWS"
"1006","GENR","UWS"
"1007","GENR","UWS"
"1008","GENR","UWS"
"1009","GENR","UWS"
"1010","GENR","UWS"
"1011","GENR","UWS"
"1012","GENR","UWS"
"1015","GENR","UWS"
"1019","GENR","USEM"
"1021","GENR","SS"
"4212","GENR","SN"
"4212","GENR","SS"
"4211","GENR","NW"
"4211","GENR","SS"
"4213","GENR","SN"
"4213","GENR","SS"
"1194","GENR","QR"
"1194","GENR","SS"
"1195","GENR","QR"
"1195","GENR","SS"
"4402","GENR","CA"
"4403","GENR","CA"
"1031","GENR","SS"
"1032","GENR","SS"
"4381","GENR","QR"
"4381","GENR","SN"
"1117","GENR","QR"
"1117","GENR","SN"
"1118","GENR","QR"
"1118","GENR","SN"
"1148","GENR","FL"
"1148","GENR","HUM"
"1148","GENR","WI"
"4380","GENR","CA"
"1170","GENR","SN"
"4129","GENR","SS"
"4128","GENR","SS"
"1146","GENR","FL"
"1146","GENR","HUM"
"4141","GENR","SS"
"4142","GENR","NW"
"4142","GENR","SS"
"4117","GENR","CA"
"4117","GENR","NW"
"4123","GENR","SS"
"1215","GENR","SS"
"1216","GENR","SS"
"1217","GENR","SS"
"1218","GENR","HUM"
"1219","GENR","HUM"
"1220","GENR","HUM"
"1239","GENR","HUM"
"1239","GENR","WI"
"1240","GENR","HUM"
"1240","GENR","WI"
"1248","GENR","CA"
"1249","GENR","CA"
"1251","GENR","CA"
"1253","GENR","CA"
"1254","GENR","CA"
"1260","GENR","CA"
"1261","GENR","CA"
"1262","GENR","CA"
"1270","GENR","FL"
"1270","GENR","HUM"
"1271","GENR","FL"
"1271","GENR","HUM"
"1272","GENR","FL"
"1272","GENR","HUM"
"1272","GENR","WI"
"1278","GENR","FL"
"1278","GENR","HUM"
"1278","GENR","WI"
"1279","GENR","FL"
"1288","GENR","FL"
"1289","GENR","FL"
"1290","GENR","FL"
"1290","GENR","HUM"
"1293","GENR","FL"
"1293","GENR","HUM"
"1293","GENR","WI"
"1296","GENR","SS"
"1297","GENR","HUM"
"1297","GENR","NW"
"1297","GENR","SS"
"1302","GENR","NW"
"1302","GENR","SS"
"1334","GENR","QR"
"1334","GENR","SS"
"1335","GENR","SS"
"1348","GENR","FL"
"1348","GENR","HUM"
"1348","GENR","WI"
"1350","GENR","FL"
"1350","GENR","HUM"
"1353","GENR","SS"
"1367","GENR","SS"
"1373","GENR","SS"
"1376","GENR","SN"
"1377","GENR","SN"
"1378","GENR","SN"
"1379","GENR","SN"
"1380","GENR","SN"
"1381","GENR","SN"
"1382","GENR","SN"
"1383","GENR","SN"
"1384","GENR","SN"
"1385","GENR","SN"
"1386","GENR","SN"
"1387","GENR","SN"
"1388","GENR","QR"
"1388","GENR","SN"
"1389","GENR","SN"
"1393","GENR","SN"
"1394","GENR","SN"
"1395","GENR","SN"
"1425","GENR","CA"
"1427","GENR","CA"
"1471","GENR","SN"
"1471","GENR","SS"
"1472","GENR","SN"
"1472","GENR","SS"
"1473","GENR","PE-1"
"1474","GENR","PE-1"
"1475","GENR","PE-1"
"1476","GENR","PE-1"
"1477","GENR","PE-1"
"1478","GENR","PE-1"
"1479","GENR","PE-1"
"1480","GENR","PE-1"
"1481","GENR","PE-1"
"1482","GENR","PE-1"
"1483","GENR","PE-1"
"1484","GENR","PE-1"
"1485","GENR","PE-1"
"1486","GENR","PE-1"
"1487","GENR","PE-1"
"1488","GENR","PE-1"
"1489","GENR","PE-1"
"1490","GENR","PE-1"
"1491","GENR","PE-1"
"1492","GENR","HUM"
"1496","GENR","QR"
"1496","GENR","SN"
"1500","GENR","SN"
"1508","GENR","SN"
"1542","GENR","SS"
"4250","GENR","FL"
"4250","GENR","HUM"
"1544","GENR","SS"
"1545","GENR","SS"
"4251","GENR","FL"
"4251","GENR","HUM"
"1547","GENR","SS"
"1548","GENR","QR"
"1548","GENR","SS"
"1549","GENR","QR"
"1549","GENR","SS"
"1549","GENR","WI"
"4627","GENR","UWS"
"1559","GENR","SS"
"1602","GENR","CA"
"1603","GENR","CA"
"1603","GENR","PE-1"
"1605","GENR","CA"
"1612","GENR","CA"
"1637","GENR","SS"
"4596","GENR","SS"
"1667","GENR","SN"
"1668","GENR","SN"
"1669","GENR","SS"
"1671","GENR","SS"
"1672","GENR","HUM"
"1672","GENR","WI"
"1673","GENR","CA"
"1674","GENR","CA"
"1675","GENR","CA"
"1676","GENR","CA"
"1677","GENR","SS"
"4234","GENR","FL"
"4234","GENR","HUM"
"4234","GENR","WI"
"1687","GENR","SS"
"4236","GENR","FL"
"4236","GENR","HUM"
"4236","GENR","NW"
"1747","GENR","SS"
"1750","GENR","CA"
"1752","GENR","SN"
"1753","GENR","QR1"
"1753","GENR","SN"
"4143","GENR","OC"
"4143","GENR","SS"
"4144","GENR","SS"
"4145","GENR","SN"
"1962","GENR","PE-1"
"2198","GENR","SN"
"2199","GENR","SN"
"2200","GENR","SN"
"2201","GENR","SN"
"2203","GENR","SN"
"4602","GENR","SS"
"4603","GENR","CA"
"4604","GENR","QR"
"4604","GENR","SS"
"2460","GENR","SS"
"2502","GENR","SN"
"2503","GENR","CA"
"2503","GENR","HUM"
"2504","GENR","QR1"
"2504","GENR","SN"
"2505","GENR","QR2"
"2506","GENR","QR"
"2506","GENR","SS"
"4237","GENR","FL"
"4237","GENR","HUM"
"4366","GENR","CA"
"2511","GENR","NW"
"2511","GENR","SS"
"2512","GENR","NW"
"2512","GENR","SS"
"2514","GENR","FL"
"2514","GENR","HUM"
"2514","GENR","WI"
"2515","GENR","SS"
"2516","GENR","CA"
"2517","GENR","CA"
"2518","GENR","CA"
"2518","GENR","NW"
"2518","GENR","PE-1"
"2519","GENR","SS"
"2545","GENR","SS"
"2546","GENR","FL"
"2547","GENR","FL"
"2554","GENR","SS"
"2555","GENR","SS"
"2578","GENR","CA"
"2579","GENR","PE-1"
"2580","GENR","PE-1"
"2581","GENR","PE-1"
"2584","GENR","SN"
"2584","GENR","WI"
"2595","GENR","CA"
"2643","GENR","UWS"
"2645","GENR","OC"
"2646","GENR","USEM"
"2650","GENR","SN"
"2654","GENR","SN"
"2655","GENR","SN"
"2656","GENR","SS"
"2659","GENR","HUM"
"2659","GENR","NW"
"2659","GENR","SS"
"4152","GENR","CA"
"2668","GENR","HUM"
"2671","GENR","SN"
"2671","GENR","WI"
"2672","GENR","OC"
"2672","GENR","SS"
"2692","GENR","SS"
"2695","GENR","FL"
"2696","GENR","PE-1"
"2717","GENR","UWS"
"2719","GENR","SN"
"2720","GENR","SS"
"2721","GENR","SS"
"2723","GENR","PE-1"
"2725","GENR","PE-1"
"2726","GENR","PE-1"
"2727","GENR","PE-1"
"4349","GENR","HUM"
"2729","GENR","SN"
"2739","GENR","SS"
"2741","GENR","FL"
"2741","GENR","HUM"
"2790","GENR","CA"
"2790","GENR","HUM"
"4100","GENR","HUM"
"2845","GENR","SS"
"2851","GENR","SS"
"2852","GENR","SS"
"2875","GENR","SS"
